"","term","content","mycoID","internal_variable_num"
"683","SIMILAR","  Geastrum saccatum has a line delimiting the mouth of the spore case (Smith(49)). Geastrum rufescens is usually larger, and has a thicker fleshy layer on the rays, and a less cup-shaped form, (Coker(3)). See also SIMILAR section of Geastrum coronatum.",38,17
"684","SOURCES","  Pegler(4), Smith(49), Coker(3) (as Geaster fimbriatus), Buczacki(1)*, Schalkwijk-Barendsen(1)*",38,18
"685","MUSHROOM_ID","39",39,1
"686","FAMILY","  Geastraceae, Order Geastrales, Class Agaricomycetes, Phylum Basidiomycota",39,2
"687","LATIN NAME(S)","  Geastrum floriforme  Vittad.^  [as Geaster] Monograph Lyc.: 23. 1842;  Geastrum delicatus  Morgan",39,3
"688","ENGLISH NAME(S)","  flower earthstar, daisy earthstar",39,4
"689","NOTES","  {See also Earthstars Table.} Features include 1) small size (2-2.5cm across when the outer covering of the spherical fruitbody has expanded out into 6-10 star-like rays), 2) rays that are hygroscopic (expanding when moistened, curving over the spore case again when dried), 3) the outer mycelial layer of the rays binding debris (but readily peeling off), 4) a spore case that is pale grayish brown with indistinct mouth (a slit with faint radial lines but no grooves), 5) a spore mass that is dark brown when mature, and 6) round, warty spores^. The spore sizes given in the descriptions of Phillips(1), McKnight(1), and Smith(4) are similar but at variance with the much larger spore size given by Coker(3), Bates(1), Buczacki(1) and Pegler(4), in the last two cases specifically measured without ornamentation. Otherwise the descriptions are reasonably compatible. RANGE G. floriforme has been found in eastern WA (Ramsey). G. floriforme is ""Widespread in N. America, from Canada to Florida and westward. Common in Rocky Mts. and the West."", (McKnight). Distribution include the western US and FL, (Smith(4)). The species is known from the southern and western regions of the United States, and has been previously reported from AZ, CA, CO, FL, ND, NE, NM, TX, WA, Australia, China, Europe, United Kingdom, Mexico and South Africa, (Bates(1)).",39,5
"690","CHEMICAL REACTIONS",NA,39,6
"691","OUTER SURFACE","  developing underground, 1-2.2cm across, more or less spherical, ""encrusted with soil and debris""; expanded fruitbody 1.8-4.5cm across, the exoperidium splitting into 6-10 strongly hygroscopic rays, ""somewhat recurved under the fruitbody when damp, turning back to cover the endoperidial body when dry""; outermost mycelial layer of rays ""thin, encrusting debris but readily peeling off, leaving whitish remnants"", middle fibrous layer of rays grayish brown, ""exposed when the mycelial layer is lost"", innermost pseudoparenchymatous layer of rays ""0.5-0.8 mm thick, persistent, whitish or pale brown at first"", becoming darker brown when old, hard when dry^, (Pegler), submerged until mature, 2-2.5cm across when expanded, about 8-10 unequal hygroscopic rays, covered at first with sandy earth held on by the outermost mycelial layer of the rays, ""this flaking off by degrees to leave the surface smooth and pale after exposure"", innermost fleshy layer of rays dark brown, continuous then cracking, (Coker), 2-2.5cm across when expanded, spherical at first, outer wall of pointed rays that are bent inward when dry and expanded outward when wet, (Phillips), 2.5-5cm across with rays expanded, subterranean until mature, (McKnight), rays hygroscopic (expanding when moistened, curving over the spore case again when dried), (Smith), 8-10 rays, fleshy layer of rays dark brown, adnate, continuous then rimose [cracked], (Ramsey)",39,7
"692","INNER LAYER","  spore case 0.5-1.5cm across, spherical or nearly spherical, pale grayish brown, ""minutely scurfy or furfuraceous""; peristome (mouth) fibrillose, not distinctly delimited^, (Pegler), spore case about 0.6-0.8cm across, ""pale, covered at first with fine granules or furfuraceous particles which soon wear away in large part; mouth only a puncture or slit with short radiating fissures with no defined or silky area around it as a rule, after a time the margin becoming fimbriate"", (Coker), spore case covered in soil and debris at first, then smooth and pale brownish, indistinct mouth opening, (Phillips), peristome not sulcate (present merely as a slit), (Smith), spore case 0.6-0.8cm across, nearly spherical or depressed, whitish, covered with fine granules or furfuraceous particles that soon wear away in large part; peristome with faint short lines radiating to its base, not grooved, and no defined or silky area around it, after a time the margin becoming fringed, (Ramsey)",39,8
"693","SPORE MASS","  dark brown when mature; columella ""whitish, cylindric, not clearly visible at maturity"", (Pegler), brown at maturity (Phillips, McKnight)",39,9
"694","STEM","  no stalk on spore case^ (Pegler, Coker, Bates)",39,10
"695","ODOR",NA,39,11
"696","TASTE",NA,39,12
"697","EDIBILITY","  not edible (Phillips)",39,13
"698","HABITAT","  gregarious, usually on well-drained soil^, (Pegler), single or in small groups on sandy soil, July to October, (Phillips), single to scattered, on soil, (McKnight)",39,14
"699","SPORE DEPOSIT",NA,39,15
"700","MICROSCOPIC","  spores (5)5.5-7 microns in diameter excluding ornamentation, 6-7.5 microns in diameter including ornamentation, round, dark brown, with a single droplet, verruculose, verruculae 0.2-0.5 microns high, irregular, often coalescent^; capillitial hyphae 4-7 microns wide, ""pale yellow-brown to brown, thick-walled, with a narrow lumen, smooth or irregularly encrusted, gradually tapered to subacute tips"", (Pegler), spores 5-7 microns in diameter, round, or slightly elongated and about 6.5 x 7.4 microns; capillitial hyphae up to 7 microns wide, thick-walled, straight, (Coker), spores 5-6.5 microns (excluding warts), (Buczacki), spores 5.6-7.2 microns in diameter, round or nearly round, (Bates), spores 2.5-3.5 microns in diameter, round, warty; thick-walled capillitial threads approximately 10 microns wide, (Phillips), spores 2.5-3.5 microns in diameter, thick-walled capillitial hyphae about 10 microns wide, (McKnight), spores 2.5-3.4 microns in diameter, round, capillitial threads approximately 10 microns wide, thick-walled (often appearing solid), (Smith)",39,16
"701","NAME ORIGIN","  means 'with the form of a flower'",39,17
"702","SIMILAR","  Geastrum corollinum has ""a comparatively well-delimited peristome, a mycelial layer which does not bind debris, and smaller spores"", (Pegler(4)). G. corollinum (as G. recolligens) is also small and hygroscopic, but spore case is brown rather than whitish and peristome is lacerate / fimbriate, (Ramsey). G. corollinum (as G. recolligens) is differentiated in key on the basis that peristome is lacerate / radially fimbriate, while peristome of G. floriforme is ""not sulcate (present merely as a puncture or slit)"", (Smith(4)). See also SIMILAR section of Astraeus hygrometricus group and Astraeus pteridis.",39,18
"703","SOURCES","  Pegler(4)*, Coker(3) (as Geaster floriformis), Smith(4), Ramsey(1), McKnight(1)*, Phillips(1)*, Bates(1)*, Buczacki(1)*, Desjardin(6)*",40,1
"704","MUSHROOM_ID","40",40,2
"705","FAMILY","  Geastraceae, Order Geastrales, Class Agaricomycetes, Phylum Basidiomycota",40,3
"706","LATIN NAME(S)","  Geastrum limbatum  Fr. sensu Bresadola^",40,4
"707","ENGLISH NAME(S)",NA,40,5
"708","NOTES","  Features include 1) size 6cm or more across when the outer covering of the fruitbody has expanded out into star-like rays leaving the exterior of the rays clean, 2) non-hygroscopic rays, 3) dark wood brown to light drab spore case on short pallid stem, 4) opening by a distinct cone-shaped peristome that is often paler than the rest of the spore case, and 5) spores that are round and warty.^ Geastrum limbatum Fr. is regarded as a synonym of Geastrum coronatum Pers. by Pegler(4), but to simplify the issues, that concept is described separately. The four descriptions here refer to Geastrum limbatum Fr. sensu Bresadola - those of Coker(3) and Smith(49) are specifically named that way, with Smith(49) referring to the Coker(3) concept, and those of Ramsey(1) and Smith(4) appear to depend on Smith(49), (although Smith(4) uses the authority Geastrum limbatum Jungh.). Smith(49) specifically says that he is not following the concept of Cunningham. Coker is trying to refine the concept because of finding many American herbarium specimens labeled G. limbatum that would better be referred to G. rufescens, G. triplex, or G. pectinatum. He is also distinguishing it from G. limbatus of Hollos and of Massee and Berkeley in Europe that looks like Geastrum rufescens except for a blackish and more bald spore case with a more definite mouth. RANGE G. limbatum was found on range lands in ID, (Ramsey), and is rare in the central and southern US, (Smith(4)). One University of British Columbia collection from BC was collected by T. McIntosh (determined as G. limbatum by A. McKinnon), another UBC collection from BC was collected by V.J. Krajina (determined by R. Bandoni), and a third UBC collection from NM was determined by W.H. Long. They should be compared with the features of Geastrum coronatum Pers. as described here.",40,6
"709","CHEMICAL REACTIONS",NA,40,7
"710","OUTER SURFACE","  fruitbody ""almost clean of trash"", ""outer layer of fruiting body separating leaving underside of rays clean"", fleshy layer of rays dull cinnamon when dried and irregularly rimose [cracked]^, (Smith(4)), 2-4cm across when unexpanded, up to 6cm or more across the tips of the rays when expanded, ""outer peridial surface drying hard and firm"", practically clean of debris, upon expansion of the fruitbody ""separating cleanly from medial layer over the central part and almost to the tips of the rays, thus leaving a cup in the ground to which the tips of the rays are attached in the expanded fruiting body; fleshy layer (inner or upper layer) dull cinnamon when dried and irregularly to radially rimose, separating slightly along margin of rays"", (Smith(49)), 6cm or more across opened rays, rays dull cinnamon on upper surface; outer surface drying hard, ""separating cleanly from medial layer over the central part and almost to the tips of the rays, leaving a cup in the ground to which the tips of the rays are attached"", (Ramsey), firm, bald, nearly clean of trash except at base, ""rays reflexed, the long tapering tips usually revolute"", ""outer layer not cracked into strips or flakes, but separating as a rule from the central region and the proximal part of the rays, and remaining convex below while the inner layer arches upward and elevated the spore sac (pseudofornicate)"", (Coker(3), describing dried specimens)",40,8
"711","INNER LAYER","  spore case dark wood brown to drab, mouth area fibrillose and pallid, paler than the rest of the spore case^, (Smith(4)), spore case nearly spherical, dark wood brown to light drab; mouth area pallid and fibrillose, (Smith(49)), spore case dark wood brown to light drab, (Ramsey), spore case subspherical, brown, nearly bald; peristome definite, silky, often paler than the spore case, broadly conic, the mouth fimbriate, (Coker(3) describing dried specimens)",40,9
"712","SPORE MASS","  columella nearly spherical, about 0.4-0.5cm thick (Coker(3))",40,10
"713","STEM","  spore case on a short pallid pedicel^, (Smith(4)), with a short pedicel as seen in expanded fruitbodies, (Smith(49)), spore case on a ""short, thick, often flattened stalk"", (Coker(3) describing dried specimens)",40,11
"714","ODOR",NA,40,12
"715","TASTE",NA,40,13
"716","EDIBILITY",NA,40,14
"717","HABITAT","  on soil in waste places^, (Smith(4))",40,15
"718","SPORE DEPOSIT",NA,40,16
"719","MICROSCOPIC","  spores 3.5-4.5 microns in diameter, round, verrucose; capillitial threads thick-walled, colorless to dull brown, smooth to slightly incrusted^, (Smith(4)), spores 3.5-4.5 microns in diameter, round, warty, pale bister as revived in KOH; capillitial threads colorless to dull brown, thick-walled, smooth or with some adhering debris, (Smith(49)), spores 3.7-4.8 microns in diameter, round, distinctly warted; capillitial threads up to 7 microns thick, straight, unbranched, colored like the spores, (Coker(3))",40,17
"720","NAME ORIGIN","  means 'bordered'",40,18
"721","SIMILAR","  Geastrum limbatum resembles Geastrum triplex ""in most important characters"" - it differs from G. triplex ""in the splitting away of the outer layer over the central region and the arching up of the middle layer"", (Coker(3)). Geastrum fornicatum lacks the definite mouth area, (Smith(49)). Geastrum quadrifidum also has non-hygroscopic rays and a spore case that has pedicel and distinct peristome, but the fruitbody is smaller, the outer layer of the rays is covered with dense coat of white mycelium and debris, and the peristome is not paler than the rest of the spore case, (Ramsey, but note Smith says specifically mouth area of spore case of G. quadrifidum is paler than the remainder of the case). Geastrum rufescens has vinaceous colors and the outer layer does not separate the same way as the rays expand, (Smith(49)). G. rufescens also has the spore case on a pedicel but the apical pore is not sharply delimited.",41,1
